"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Halifax, Nova Scotia [12205]","2011S0503205","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44348930","6.15.2","0.72","","","","2"
"2017","Halifax, Nova Scotia [12205]","2011S0503205","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44348930","6.15.2","1.42","","","","2"
"2018","Halifax, Nova Scotia [12205]","2011S0503205","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44348930","6.15.2","1.16","","","","2"
"2019","Halifax, Nova Scotia [12205]","2011S0503205","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44348930","6.15.2","1.59","","","","2"
"2020","Halifax, Nova Scotia [12205]","2011S0503205","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44348930","6.15.2","0.89","","","","2"
"2016","Halifax, Nova Scotia [12205]","2011S0503205","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44351302","6.16.2","79.71","","","","2"
"2017","Halifax, Nova Scotia [12205]","2011S0503205","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44351302","6.16.2","96.51","","","","2"
"2018","Halifax, Nova Scotia [12205]","2011S0503205","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44351302","6.16.2","159.34","","","","2"
"2019","Halifax, Nova Scotia [12205]","2011S0503205","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44351302","6.16.2","91.92","","","","2"
"2020","Halifax, Nova Scotia [12205]","2011S0503205","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44351302","6.16.2","75.58","","","","2"
"2016","Halifax, Nova Scotia [12205]","2011S0503205","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44352266","6.17.2","14.49","","","","2"
"2017","Halifax, Nova Scotia [12205]","2011S0503205","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44352266","6.17.2","28.46","","","","2"
"2018","Halifax, Nova Scotia [12205]","2011S0503205","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44352266","6.17.2","25.59","","","","2"
"2019","Halifax, Nova Scotia [12205]","2011S0503205","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44352266","6.17.2","26.39","","","","2"
"2020","Halifax, Nova Scotia [12205]","2011S0503205","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44352266","6.17.2","26.31","","","","2"
"2016","Halifax, Nova Scotia [12205]","2011S0503205","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44395276","6.22.2","8.21","","","","2"
"2017","Halifax, Nova Scotia [12205]","2011S0503205","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44395276","6.22.2","9.72","","","","2"
"2018","Halifax, Nova Scotia [12205]","2011S0503205","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44395276","6.22.2","8.14","","","","2"
"2019","Halifax, Nova Scotia [12205]","2011S0503205","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44395276","6.22.2","8.42","","","","2"
"2020","Halifax, Nova Scotia [12205]","2011S0503205","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44395276","6.22.2","4.24","","","","2"
"2016","Halifax, Nova Scotia [12205]","2011S0503205","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44395413","6.23.2","98.31","","","","2"
"2017","Halifax, Nova Scotia [12205]","2011S0503205","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44395413","6.23.2","114.77","","","","2"
"2018","Halifax, Nova Scotia [12205]","2011S0503205","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44395413","6.23.2","120.26","","","","2"
"2019","Halifax, Nova Scotia [12205]","2011S0503205","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44395413","6.23.2","125.59","","","","2"
"2020","Halifax, Nova Scotia [12205]","2011S0503205","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44395413","6.23.2","146.04","","","","2"
"2016","Halifax, Nova Scotia [12205]","2011S0503205","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44396663","6.24.2","376.56","","","","2"
"2017","Halifax, Nova Scotia [12205]","2011S0503205","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44396663","6.24.2","441.54","","","","2"
"2018","Halifax, Nova Scotia [12205]","2011S0503205","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44396663","6.24.2","458.96","","","","2"
"2019","Halifax, Nova Scotia [12205]","2011S0503205","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44396663","6.24.2","432.07","","","","2"
"2020","Halifax, Nova Scotia [12205]","2011S0503205","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44396663","6.24.2","446.14","","","","2"
"2016","New Brunswick [13]","2016A000213","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44362498","7.5.2","1.44","","","","2"
"2017","New Brunswick [13]","2016A000213","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44362498","7.5.2","1.30","","","","2"
"2018","New Brunswick [13]","2016A000213","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44362498","7.5.2","1.69","","","","2"
"2019","New Brunswick [13]","2016A000213","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44362498","7.5.2","2.19","","","","2"
"2020","New Brunswick [13]","2016A000213","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44362498","7.5.2","1.79","","","","2"
"2016","New Brunswick [13]","2016A000213","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44365668","7.10.2","0.39","","","","2"
"2017","New Brunswick [13]","2016A000213","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44365668","7.10.2","0.00","","","","2"
"2018","New Brunswick [13]","2016A000213","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44365668","7.10.2","0.52","","","","2"
"2019","New Brunswick [13]","2016A000213","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44365668","7.10.2","0.39","","","","2"
"2020","New Brunswick [13]","2016A000213","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44365668","7.10.2","0.64","","","","2"
"2016","New Brunswick [13]","2016A000213","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44370131","7.13.2","0.92","","","","2"
"2017","New Brunswick [13]","2016A000213","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44370131","7.13.2","0.78","","","","2"
"2018","New Brunswick [13]","2016A000213","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44370131","7.13.2","1.17","","","","2"
"2019","New Brunswick [13]","2016A000213","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44370131","7.13.2","2.19","","","","2"
"2020","New Brunswick [13]","2016A000213","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44370131","7.13.2","1.28","","","","2"
"2016","New Brunswick [13]","2016A000213","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44366793","7.14.2","0.13","","","","2"
"2017","New Brunswick [13]","2016A000213","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44366793","7.14.2","0.00","","","","2"
"2018","New Brunswick [13]","2016A000213","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44366793","7.14.2","0.26","","","","2"
"2019","New Brunswick [13]","2016A000213","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44366793","7.14.2","0.13","","","","2"
"2020","New Brunswick [13]","2016A000213","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44366793","7.14.2","0.38","","","","2"
"2016","New Brunswick [13]","2016A000213","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44380659","7.15.2","0.92","","","","2"
"2017","New Brunswick [13]","2016A000213","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44380659","7.15.2","0.39","","","","2"
"2018","New Brunswick [13]","2016A000213","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44380659","7.15.2","0.78","","","","2"
"2019","New Brunswick [13]","2016A000213","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44380659","7.15.2","0.90","","","","2"
"2020","New Brunswick [13]","2016A000213","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44380659","7.15.2","0.90","","","","2"
"2016","New Brunswick [13]","2016A000213","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44329485","7.16.2","56.07","","","","2"
"2017","New Brunswick [13]","2016A000213","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44329485","7.16.2","67.05","","","","2"
"2018","New Brunswick [13]","2016A000213","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44329485","7.16.2","71.40","","","","2"
"2019","New Brunswick [13]","2016A000213","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44329485","7.16.2","80.45","","","","2"
"2020","New Brunswick [13]","2016A000213","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44329485","7.16.2","76.78","","","","2"
"2016","New Brunswick [13]","2016A000213","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44401799","7.17.2","23.97","","","","2"
"2017","New Brunswick [13]","2016A000213","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44401799","7.17.2","23.22","","","","2"
"2018","New Brunswick [13]","2016A000213","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44401799","7.17.2","24.93","","","","2"
"2019","New Brunswick [13]","2016A000213","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44401799","7.17.2","29.48","","","","2"
"2020","New Brunswick [13]","2016A000213","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44401799","7.17.2","27.26","","","","2"
"2016","New Brunswick [13]","2016A000213","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44398609","7.22.2","6.94","","","","2"
"2017","New Brunswick [13]","2016A000213","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44398609","7.22.2","5.74","","","","2"
"2018","New Brunswick [13]","2016A000213","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44398609","7.22.2","9.09","","","","2"
"2019","New Brunswick [13]","2016A000213","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44398609","7.22.2","9.53","","","","2"
"2020","New Brunswick [13]","2016A000213","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44398609","7.22.2","9.09","","","","2"
"2016","New Brunswick [13]","2016A000213","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44357545","7.23.2","121.44","","","","2"
"2017","New Brunswick [13]","2016A000213","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44357545","7.23.2","123.79","","","","2"
"2018","New Brunswick [13]","2016A000213","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44357545","7.23.2","129.82","","","","2"
"2019","New Brunswick [13]","2016A000213","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44357545","7.23.2","142.37","","","","2"
"2020","New Brunswick [13]","2016A000213","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44357545","7.23.2","152.02","","","","2"
"2016","New Brunswick [13]","2016A000213","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44402866","7.24.2","496.89","","","","2"
